279066631451502998554337906829144231884,,root,0,,,10.245.195.5,1583172727.1033268
80871965969445196065131704765635298137,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179356.0910883
150825910392822874638186521094864123179,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179356.4204364
53827387692908438019029067295242612343,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179371.0921984
281640412578480897538233098154034958999,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179371.4679286
308481856624431224798169449989748274285,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179371.9622343
304627578647354429960463573035957440671,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179372.6086228
173471796102415866023554457220749250660,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179373.20196
94728021943736138626562334819620540205,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179373.527854
203864243343888608030690301194782510377,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179508.3211434
279417978829067891471500080162817420438,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179508.7576675
205871103888100845993915609016162542900,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179509.2638242
307933060192579506595261165745748563500,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179509.9832973
157246865095905341699295596440144784230,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179510.6423626
143525044793844788031536956954567724185,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179511.3431966
274971018699640023236968900299974437372,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179514.627183
10285097207174823862600301422141740295,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179515.045489
137079461185149906282992493699014488517,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179515.5586135
138851323094140208422416272883141045394,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179516.2083678
120712472312344188003722576957504532343,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179516.5407639
47243987565314262538616249218744319645,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179516.9319875
33798252522802038668554772287263780370,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179517.4904149
57033148974620045384841560914824017436,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179517.8650482
215205807015656372291466747932995055573,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179518.3569121
128180497783531108925763421877559339666,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179519.0118372
304694099420012774876758143651681709213,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179519.7348483
186465060815272012606993855417622730989,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179520.0365212
71543140145926124069600305434602978172,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179527.371438
146867492931841693949444485968030802421,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179532.2800763
166305515245485175288088358996559676593,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179551.9067516
131267681725479814621130781684911315868,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179634.490431
170448171386423527194530138799487459317,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179638.6263711
72289718693340266942369822838629760250,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179643.4724996
61505674151310887371615372776110875175,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179701.7899594
297594002771816141604770651214141880451,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179705.7931373
111124785795486202624747686054936075222,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179709.8295505
312452673266910817221332026778104250475,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179718.897563
47669945452614752651586509869438703761,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583179722.0393045
252288135088083922873089809183808680762,@ArianaGrande,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179994.3750098
182882732708734040515023688002573962096,😊,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179995.0388308
62660967082323317792047031108426525801,2013,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179995.5563252
320584572139128088430203823318618545095,God,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179996.218956
322689600332590967734125137051028989956,#MeToo,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179996.5758197
236867277303148534966675942833467738964,New York City,ui,3,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179996.8023863
131447394543118537398426132516139549216,virus,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179997.6158295
181444115466857253268568806477219743491,@ArianaGrande,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179998.2454798
282621588995727960219196669903330590570,God,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179998.5522568
180593972556678867048207995967417405219,2013,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179998.9003289
295653578838331961686296317343999384554,😊,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179999.265286
313233966629243481141520843936756930289,#MeToo,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179999.581284
186080733851827121337165107900021933915,New York City,ui,3,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583179999.7838745
66919109680672942631479795223530985787,virus,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583180000.130886
305546300330530138493196652690583509255,virus,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583180047.1874716
22803217345207119803491979236261544427,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583180179.8864646
145750836683540407592812150825590733909,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583180185.1556733
205343609476517267958557101786987203601,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583180738.892597
145629534920915360024780719048350610598,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583180742.798749
286374661920649771511926646069642368468,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583180915.3913417
115682998193706946799067714283367807469,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181144.889739
262956464998248845921561299587990303994,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181148.507661
38062862827735690810083968116356816611,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181327.8716605
46411352409643417878316782137031709156,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181334.1739967
168111353704794113455680543180364390603,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181342.4652886
56681639222825240809821894245691450578,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181348.4075375
291148167987690040045956706760200521388,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181360.1622863
73698120021090614126489519992212037934,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181364.1648266
176255769686242315744709947363877633276,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181458.6534734
234508530326989298953107218241525475814,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181632.1715925
241087377354657204436006855677409173447,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181636.5081005
162056257952862539033912794466370613067,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181642.270834
322107583956325679001267856776551611426,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181727.0425541
74242096547135136404178166007394800992,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181732.2576644
82640054128993571678956189646119130956,test,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181851.321413
313808698922623393927029244477125409249,test,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181860.6229362
38618061170328100247395789561051864189,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181871.01746
5803003724019896185330280976453824791,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181871.4462998
120314022317779225628593423456273388630,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181872.0116644
272213285209392441066977821226143135805,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181872.7509987
8903070099915050384979699357767204028,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181873.4966078
16495980467456295054526785864571035918,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181874.1944606
284920618277700051149551376807935757063,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181877.9025292
93049647338122420407679606322642085153,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181878.3250794
73975583918713424927508483285289073955,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181878.8423605
328200806670131637171267765690507124997,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181879.4932547
333966977813356104466506803682853207993,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181880.2310233
336538183853844163409887439330570037419,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181880.5372684
317094681064592124978299574539324562885,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181929.0166032
81863977690214802189193514829869088870,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181929.4037387
37635131535463296929677121108843119994,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181929.906765
254231361035465515788067866012524646138,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181930.5800579
1245644955825470090953954092089734322,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181931.2239425
323742651773462584966567682179169571727,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583181931.535983
59451464131986934449813148224005870688,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181937.5145361
3211020779712757177789503689645201792,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181937.9124901
42867703847438915553293953178572473695,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181938.4350023
79018460595792927747349560056496305147,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181939.116187
313587490168700591005287874458347991383,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181939.7496412
145042415293009597464699725880866472159,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583181940.1029794
286425954222188417625035917819103671943,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182469.2126997
261408680367558017164059205149326006665,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182469.6636066
105742176420963928080252466330777795489,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182470.1951866
105512954731004606863409880552163478726,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182470.8932025
141815762540204773125990443197492480617,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182471.5814435
35067053190540943097373793517538700109,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583182472.2147875
168530926798186414813886137104238902408,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583182999.816331
2364368978577676186612428131730964258,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183001.0766735
135608507609848362762535111894891177111,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183001.6374805
313342838709460736807105153598314758997,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183002.313728
303859933827923576657752560125036153582,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183003.0134015
329442656276641969591906055986329085214,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183003.6688645
245287491931690174672641031406806125315,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183006.677771
20831529412449398319481524774990916545,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183007.068523
103114470714773108246251433162021448174,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183007.563834
117917760741381439001209536851468083708,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183008.222747
147422250335955249591500970983017576447,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183008.5525954
159247793009204222050572476123799089588,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183008.8694994
332521620326097049565373326954262515103,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183012.8762891
288285423837446620018006560123540158787,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183013.2689297
334182451302307779547240667232532965600,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183013.7678201
231356112466926308456829307537116854419,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183014.429319
278424839030758877383514915320892610467,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183015.08003
49887680530604632687380511187239750874,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183015.6774123
329522024993866109480151497697794692962,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183052.7046182
285316221827140412866585605383503627,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183053.0814495
76912373107382020959604849287856821018,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183053.6955829
109529853631054656713275714942209533260,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183054.2836225
237363489701262142290680186470833199043,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183054.823415
120133365574980633238199717009469300421,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183055.3148417
11457337237473884824284468611619198827,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183161.1662385
168598814637685784215428941288055211613,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183161.5925026
236477703303846944513195420479345526160,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183162.093677
241178512833563483659551597402721370989,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183162.7348924
196802802033556208353819987784858667747,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183163.075613
115955101709079841879104463954595070576,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183163.746483
334400125328841468705356675144342395601,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183167.027852
338034084914419018872001660940384161680,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183167.419435
93602255673459438327166820199802084220,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183167.9251602
214310221331058970229494509537013744943,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183168.6323698
257742202961993131614818574788879434856,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183169.2495964
57586779582371539674351846975130711396,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183169.5533974
203779919431251580640777117240085967909,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183200.277271
271300151772969472580320394538246617782,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183200.654242
193633801882789297849033185135669768348,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183201.2914696
46697476690485197959388100947869534478,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183201.5577078
216254092426729611279751920464545428789,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183201.9161754
30121530151712755935726338794712969869,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183202.2676253
170473246030207799348043467786377061633,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183205.5146525
120904934139029981884841716892660191967,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183205.8858132
140339257951999488314681261986170124160,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183206.4016433
39327623648621058757513675448635668577,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183207.042455
204353800604693063898001860133955178136,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183207.7637048
40576404072015867368992299475735469160,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183208.068338
167355029647708079766946839305860519643,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183209.0214853
75207577919973550674155494140084282803,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183209.3902802
34539393340164562167897030047137218438,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183209.881002
177855715027381637098306698738019977032,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183210.5354576
24323846900962533867068354686733539474,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183211.1772995
231311497592304068687604777426669167374,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183211.7436543
70281139198252691718902204684571477514,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183269.9549541
326293044405579249318339587763339207316,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183270.332424
123538173007503016650471956239446074724,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183270.8313575
56594825052777937532979110974001688766,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183271.4927757
332736848083445632433489511908128490599,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183272.1465251
162839755301003604075726120016670777043,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183272.7586892
50407427794443470095825766905174130311,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183279.3794527
49424125778415080780509051204325978340,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183279.7480588
195353526763929213127764786373373450925,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183280.2385197
149258487750873670522015732143058937161,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183280.8763287
82170957019785045767683748235963596332,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183281.511829
271958238251615176025663123295322765935,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183282.1008384
117506872163545994694630557587628448075,#MeToo,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183292.3127966
174570480735693268605003108966440141857,😊,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183292.6930645
45749097401315485348255612039776368906,God,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183293.191904
33195664967788370546488797945410026940,2013,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183293.8239648
272449549577354166314360548941230296051,@ArianaGrande,ui,1,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183294.399487
297359373289386684024221830735706063845,New York City,ui,3,en,[rank],10.245.195.5,"['src', 'lang', 'metric']",1583183294.931242
336567493878367341246566846107742201441,#MeToo,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183316.4351315
14137489306725755616175032789329397532,😊,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183316.8377595
247176240845776684793694532440887395452,God,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183317.3452296
216554016700619819548059792417138627813,2013,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183317.9947517
44704095259699705843427540097668241313,New York City,ui,3,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183318.6513999
272507196061052343903667690078798814585,@ArianaGrande,ui,1,en,[rank_noRT],10.245.195.5,"['src', 'lang', 'metric']",1583183319.3120847
284893955116793801665560383183560187313,#MeToo,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183800.7436428
331695697916723364978663067093537985054,@ArianaGrande,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183801.168174
25248274330855922186595321625794041571,2013,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183801.8121674
40580732251375620696927826608879395722,God,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183802.5073125
227877235995927653580206677537877358637,😊,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183803.2165263
190996042117461030918448485465205742011,New York City,ui,3,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583183803.4978802
74293328384601958338587443965131299238,#MeToo,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183806.8906968
3637353921092332043506477981341926975,New York City,ui,3,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183807.3173954
3447522324336939305921853190353646549,2013,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183807.9706867
182930925492034404453085288508033294317,@ArianaGrande,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183808.6247306
97424612351540155218445507915121130196,God,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183809.2281542
233707210247788974855556430705563652943,😊,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583183809.5595572
211045391769552681465567554741611508255,,root,0,,,10.245.195.5,1583183913.747934
162800704765441223288983160577486743979,🐙,api,1,en,[rank],10.245.195.5,['metric'],1583183917.536864
162681679045592524845178572097073864506,,root,0,,,10.245.195.5,1583183926.3580115
338956402756787552644985476557544212288,test,api,1,en,"['rank', 'rank_noRT', 'counts', 'count_noRT', 'freq', 'freq_noRT']",10.245.195.5,[],1583183932.6289084
215619558052876244893976283695699498109,#MeToo,ui,1,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261774.250742
199518211909748167617716574887360348830,God,ui,1,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261775.3773656
323812096578426886251307657722963567779,😊,ui,1,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261777.2080257
202331697888852667477040969395274396343,2013,ui,1,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261778.4354506
209190713099173798673520864418896083011,@ArianaGrande,ui,1,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261780.2637997
151379044146245625749564816166506649231,New York City,ui,3,en,[rank],10.245.194.172,"['src', 'lang', 'metric']",1583261781.882073
212968994804246622305835937753424872384,#MeToo,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261787.8497255
134455452112664741550268529854329810118,😊,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261788.2440891
165092558086196441615041785973889099519,2013,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261788.7634928
145897546659142293046897362946056951023,God,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261789.437866
119158751330137773778999849811468475753,New York City,ui,3,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261790.1127982
322623325825404672781488525944432129273,@ArianaGrande,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261790.7617798
247241404198681729632720893235811291194,God,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261902.8487895
322938827180024861305647476793064958241,😊,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261903.5209582
20163457235202126657625418779864378838,#MeToo,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261904.0367665
318370068361110000402950471958456810191,New York City,ui,3,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261904.4221888
54746813160814029301322330862518554337,2013,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261905.0759578
39561992710099212393498973532155584990,@ArianaGrande,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261905.740414
62726132915314274536212569553348436776,2013,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261906.8506577
132105956030260573025779755504158422284,God,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261907.5448227
103539595360993579073475033899648571816,😊,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261908.2101521
282284031705509097404391278370236232346,#MeToo,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261908.7221596
271654585152585498458787758977017081292,@ArianaGrande,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261909.1056802
240659152013259570139025974459455932984,New York City,ui,3,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261909.7225525
191299147421807038382077392110088737747,RT,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261910.3109367
114548012143559597322945375309435679558,RT,ui,1,en,[rank_noRT],132.198.11.52,"['src', 'lang', 'metric']",1583261914.0019999
103915892547447602972648942471007291425,RT,ui,1,en,[rank],132.198.11.52,"['src', 'lang', 'metric']",1583261916.1979625
52824712542655358751818680390382401987,#MeToo,ui,1,en,[rank_noRT],10.245.194.172,"['src', 'lang', 'metric']",1583261989.5157273
