,utf,url,name
284,U+269d,https://www.fileformat.info/info/unicode/char/269d/outlined_white_star.svg,:outlined_white_star:
285,U+007c,https://www.fileformat.info/info/unicode/char/007c/vertical_line.svg,:vertical_line:
286,U+005b,https://www.fileformat.info/info/unicode/char/005b/left_square_bracket.svg,:left_square_bracket:
287,U+269b,https://www.fileformat.info/info/unicode/char/269b/atom_symbol.svg,:atom_symbol:
288,U+002d,https://www.fileformat.info/info/unicode/char/002d/hyphenminus.svg,:hyphenminus:
289,U+269c,https://www.fileformat.info/info/unicode/char/269c/fleurdelis.svg,:fleurdelis:
290,U+005d,https://www.fileformat.info/info/unicode/char/005d/right_square_bracket.svg,:right_square_bracket:
291,U+007c,https://www.fileformat.info/info/unicode/char/007c/vertical_line.svg,:vertical_line:
292,U+2699,https://www.fileformat.info/info/unicode/char/2699/gear.svg,:gear:
293,U+007c,https://www.fileformat.info/info/unicode/char/007c/vertical_line.svg,:vertical_line:
294,U+2693,https://www.fileformat.info/info/unicode/char/2693/anchor.svg,:anchor:
295,U+007c,https://www.fileformat.info/info/unicode/char/007c/vertical_line.svg,:vertical_line:
296,U+005b,https://www.fileformat.info/info/unicode/char/005b/left_square_bracket.svg,:left_square_bracket:
297,U+2692,https://www.fileformat.info/info/unicode/char/2692/hammer_and_pick.svg,:hammer_and_pick:
298,U+002d,https://www.fileformat.info/info/unicode/char/002d/hyphenminus.svg,:hyphenminus:
299,U+269c,https://www.fileformat.info/info/unicode/char/269c/fleurdelis.svg,:fleurdelis:
300,U+005d,https://www.fileformat.info/info/unicode/char/005d/right_square_bracket.svg,:right_square_bracket:
301,U+007c,https://www.fileformat.info/info/unicode/char/007c/vertical_line.svg,:vertical_line:
302,U+005b,https://www.fileformat.info/info/unicode/char/005b/left_square_bracket.svg,:left_square_bracket:
303,U+2692,https://www.fileformat.info/info/unicode/char/2692/hammer_and_pick.svg,:hammer_and_pick:
304,U+002d,https://www.fileformat.info/info/unicode/char/002d/hyphenminus.svg,:hyphenminus:
305,U+2697,https://www.fileformat.info/info/unicode/char/2697/alembic.svg,:alembic:
306,U+005d,https://www.fileformat.info/info/unicode/char/005d/right_square_bracket.svg,:right_square_bracket:
