pid,query,src,wordcount,lang,metrics,ip,sent,date
107150449787029244131993132211200101361,ethereum,api,1,en,freq,132.198.100.186,,1616562122.916248
270475490737842418295337538782885705278,btc,api,1,en,freq,132.198.100.185,,1616562123.3074377
142905572199081666424978893060981749070,eth,api,1,en,freq,132.198.100.185,,1616562124.0314777
180869698235346597075011342050167656796,dollar,api,1,en,freq,132.198.100.185,,1616562124.7941577
331120780309293961016188760226714245603,bitcoin,api,1,en,freq,132.198.100.185,,1616562291.4967332
45162684793610789309710347937055999051,gold,api,1,en,freq,132.198.100.185,,1616562292.5367637
225618604638532031204668953576902739805,2010,ui,1,en,rank,132.198.100.185,,1616562962.6714885
48311810688868688918550930498443926723,ethereum,api,1,en,freq,132.198.100.185,,1616565710.7795784
68832830582637976267799277780170806999,silver,api,1,en,freq,132.198.100.186,,1616565711.224972
107461997922967311611809421736869031095,btc,api,1,en,freq,132.198.100.185,,1616565711.7784247
240152240885507440365866027355299813685,dollar,api,1,en,freq,132.198.100.186,,1616565712.7484617
208791643999745606456120001037322396699,eth,api,1,en,freq,132.198.100.185,,1616565713.8183253
281739781325885800420937492258829630391,gold,api,1,en,freq,132.198.100.186,,1616565867.5161846
205125640623175215149084288006654801303,bitcoin,api,1,en,freq,132.198.100.186,,1616565868.7978442
141238390466616197082421315396506006607,btc,api,1,en,freq,132.198.100.185,,1616569309.100465
67775237057529927917760939621515699974,dollar,api,1,en,freq,132.198.100.186,,1616569310.1807263
122466980212159091892098691251448220213,ethereum,api,1,en,freq,132.198.100.185,,1616569311.123965
93579752852971970939019602973119236808,eth,api,1,en,freq,132.198.100.185,,1616569311.585179
206098745368593063906690602546535828491,silver,api,1,en,freq,132.198.100.186,,1616569312.5899453
5660272829020287146932258960806521006,bitcoin,api,1,en,freq,132.198.100.186,,1616569475.755811
218687816751287502897004478223034977462,gold,api,1,en,freq,132.198.100.186,,1616569476.7179446
16275011532248952078094704212935458273,🦠,ui,1,en,rank,132.198.100.186,,1616569529.0188725
273380508728373475119248299307893885599,hahaha,ui,1,en,rank,132.198.100.186,,1616569529.2286372
154895818780258844608049382043708144183,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616569530.3183193
185344363017260529475206959681630413789,#MeToo,ui,1,en,rank,132.198.100.186,,1616569531.1716895
230824727238423043003392838094859046912,uber,api,1,en,freq,132.198.100.185,,1616570121.2169287
328265667183311947046953467585588237877,michaels,api,1,en,freq,132.198.100.185,,1616570123.2380948
51347909057924676346807126248632491903,bitcoin,api,1,en,freq,132.198.100.185,,1616570126.2391784
12636709017160635214275792218201973249,chainlink,api,1,en,freq,132.198.100.185,,1616570128.094271
42065488241224508515803214433918919813,snapchat,api,1,en,freq,132.198.100.185,,1616570128.7274053
143372017492699125108801315487129536179,Oracle,api,1,en,freq,132.198.100.185,,1616570131.9673772
93158397680115210294698009262398851069,United Airlines,api,2,en,freq,132.198.100.185,,1616570135.1287968
115236834538570042307162687949091378525,Western Union,api,2,en,freq,132.198.100.185,,1616570141.6285005
275380820770379814207175836069205235064,sauce,api,1,en,freq,132.198.100.185,,1616570147.7684836
21082562907168385605462498525107669166,Affirm,api,1,en,freq,132.198.100.185,,1616570149.9781842
265768730468270218690718391797173029043,Spotify,api,1,en,freq,132.198.100.185,,1616570152.1833873
99494728058129256799793048229269947849,fossil,api,1,en,freq,132.198.100.185,,1616570153.6763449
40732589793554084357063892968599297616,verizon,api,1,en,freq,132.198.100.185,,1616570156.7181978
317417128907185750847940413329457696787,Sustainable,ui,1,en,rank,132.198.100.186,,1616572118.3011491
242252993528130051230863425357327028354,Extinction,ui,1,en,rank,132.198.100.186,,1616572119.357634
219584276990461077193775472314366493213,Vera Bradley,ui,2,en,freq,132.198.100.186,,1616572457.3712373
36428934065231801119676048043964746927,Pura Vida,ui,2,en,freq,132.198.100.186,,1616572460.6058164
269133783311870983867684525915997007801,Vera Bradley,ui,2,en,freq,132.198.100.186,,1616572578.315097
67047503432087366532747314121384282891,Pura Vida,ui,2,en,freq,132.198.100.186,,1616572579.1110358
207740785079852547531436491387732797427,Polaris,ui,1,en,freq,132.198.100.186,,1616572590.0038064
191597301754516534420813085178484425223,polaris,ui,1,en,freq,132.198.100.186,,1616572594.5318143
293012441691752700780376897811348457013,Polaris,api,1,en,freq,132.198.100.186,,1616572864.954911
174583617493884979648142657820413007875,eth,api,1,en,freq,132.198.100.185,,1616572912.0000334
227914290387026554706905817723970560343,silver,api,1,en,freq,132.198.100.186,,1616572913.0726051
41344695897514025761890072920104602040,dollar,api,1,en,freq,132.198.100.185,,1616572914.1860716
171091416385508800748535131062925815384,ethereum,api,1,en,freq,132.198.100.185,,1616572915.2758558
137360625544069243566983973944634089561,btc,api,1,en,freq,132.198.100.185,,1616572915.827184
310363079473295155689810714631715023425,bitcoin,api,1,en,freq,132.198.100.185,,1616573070.1139293
191487269924892233447756227469113737824,gold,api,1,en,freq,132.198.100.185,,1616573071.0719354
208675190528729589928497206591431368970,🦠,ui,1,en,rank,132.198.100.185,,1616574696.9400508
225410024512776299475668968625246475464,#MeToo,ui,1,en,rank,132.198.100.185,,1616574697.245883
260766378450229236468492043962137177367,hahaha,ui,1,en,rank,132.198.100.185,,1616574697.875675
21738037105055553746625673703407179893,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616574698.9117796
182275620200408956948811830519999661899,chicos,api,1,en,freq,132.198.100.185,,1616575868.2431738
55015362009453444773738195766879240801,Overstock,api,1,en,freq,132.198.100.185,,1616575871.376994
249856812593464816293068502849483784008,car parts,api,2,en,freq,132.198.100.185,,1616575873.621433
197120069701622090849262013550798793658,Nordstrom,api,1,en,freq,132.198.100.185,,1616575878.6064458
3926898816066031828131798589234531740,Albertsons,api,1,en,freq,132.198.100.185,,1616575881.1320112
94450924531026496777395092967334766549,Foot Locker,api,2,en,freq,132.198.100.185,,1616575882.946355
246821556634753548545223036577169315648,Petco,api,1,en,freq,132.198.100.186,,1616576460.3309193
182645575893055685971203610076582782902,Macy's,api,1,en,freq,132.198.100.186,,1616576480.0168555
145556548860618722430470023372675543271,GRT,api,1,en,freq,132.198.100.186,,1616576481.7154384
124743753050333266933969738168275418663,Vroom,api,1,en,freq,132.198.100.186,,1616576483.2770352
194958730026697867652997265914215211285,Kohls,api,1,en,freq,132.198.100.186,,1616576496.2162523
318857130725054384055214367826141976695,Blue Apron,api,2,en,freq,132.198.100.186,,1616576498.16516
298885516091644464321876133683519527379,Grubhub,api,1,en,freq,132.198.100.186,,1616576499.1993446
48923591823941583688549667184533404869,Carter's,api,1,en,freq,132.198.100.186,,1616576501.6289575
271649200183944540050307639940059099857,Office Depot,api,2,en,freq,132.198.100.186,,1616576504.213794
78367909150225158943126371213933223927,Zumiez,api,1,en,freq,132.198.100.186,,1616576507.9492428
157752330740211872460644610954754855499,Abercrombie,api,1,en,freq,132.198.100.186,,1616576509.3619988
183220278468952313310816846032129719431,Poshmark,api,1,en,freq,132.198.100.186,,1616576511.2868385
183157734535042465299991958946408811978,Dillard's,api,1,en,freq,132.198.100.186,,1616576512.6073918
121651544949586670237871189491912814289,Ingles,api,1,en,freq,132.198.100.186,,1616576514.0853543
298260594354812958723296750379276964808,Cato,api,1,en,freq,132.198.100.186,,1616576517.1020281
198955173978164503049070859492867096891,Monro,api,1,en,freq,132.198.100.186,,1616576519.1613212
322171759181854938433539307024427601419,dollar,api,1,en,freq,132.198.100.186,,1616576520.6821241
39242085211832010756125693958366479211,ethereum,api,1,en,freq,132.198.100.186,,1616576521.4728744
167611484057939327527655781709479001277,Tillys,api,1,en,freq,132.198.100.186,,1616576521.7097063
56677143999787397431717811291645558987,silver,api,1,en,freq,132.198.100.185,,1616576522.0339568
250904884271210300715275129677637303815,btc,api,1,en,freq,132.198.100.186,,1616576522.8380952
59079460823142093284377634424730920389,Casey's,api,1,en,freq,132.198.100.186,,1616576523.5298703
70277439936540601686014508060788629446,eth,api,1,en,freq,132.198.100.185,,1616576524.357826
296537701322466094166503344421774954920,Havertys,api,1,en,freq,132.198.100.186,,1616576525.8999157
61012390254796931134424894215627992033,bartleby,api,1,en,freq,132.198.100.186,,1616576527.2915752
15004029629876813325666207906625934573,Urban Outfitters,api,2,en,freq,132.198.100.186,,1616576527.8718927
210996230106092627343492654679692685599,Ralph Lauren,api,2,en,freq,132.198.100.186,,1616576535.713369
56587515517605985996934887224816704115,bitcoin,api,1,en,freq,132.198.100.186,,1616576696.4612048
92886518393015087863802623996730761118,gold,api,1,en,freq,132.198.100.185,,1616576697.427774
123994271319849367903467245016300883117,eth,api,1,en,freq,132.198.100.186,,1616580118.5811996
338676726091025286546217507008731477349,ethereum,api,1,en,freq,132.198.100.186,,1616580119.709507
340142808309601548761103593566177351875,dollar,api,1,en,freq,132.198.100.185,,1616580120.1637506
114491659155655126075577720476510634331,silver,api,1,en,freq,132.198.100.185,,1616580120.9647806
96757990994065281691829609624949679304,btc,api,1,en,freq,132.198.100.186,,1616580121.9921288
189534202100125657557607573795447749980,gold,api,1,en,freq,132.198.100.186,,1616580279.733605
140858616259515973732786843628662078532,bitcoin,api,1,en,freq,132.198.100.186,,1616580280.9532518
19828568291431986750744734221442380769,eth,api,1,en,freq,132.198.100.186,,1616583716.491948
176773596133507521449018766200347153552,ethereum,api,1,en,freq,132.198.100.185,,1616583735.4316165
271260093638473648584552155403045390465,dollar,api,1,en,freq,132.198.100.185,,1616583738.9982588
319173692286729300711733527664975055325,btc,api,1,en,freq,132.198.100.186,,1616583740.7091303
300847211314990855967027108292782419500,silver,api,1,en,freq,132.198.100.185,,1616583741.963201
46998519442713711159624539920314909165,gold,api,1,en,freq,132.198.100.186,,1616583876.8891425
183366096687394031972793229151041096798,bitcoin,api,1,en,freq,132.198.100.186,,1616583878.4100225
322866585380775506285387041877939084591,silver,api,1,en,freq,132.198.100.185,,1616587336.2847764
103080667879803793544739979149995710931,btc,api,1,en,freq,132.198.100.185,,1616587338.7580721
298414073459230267246698316686935421290,dollar,api,1,en,freq,132.198.100.185,,1616587340.4353068
145600220837374179678052036543016204199,ethereum,api,1,en,freq,132.198.100.185,,1616587342.631143
267310491274655481283704630941463835616,eth,api,1,en,freq,132.198.100.185,,1616587343.6255693
248344876834952537013063413776210848095,gold,api,1,en,freq,132.198.100.185,,1616587513.6342177
157879375857228913883592563859191150093,bitcoin,api,1,en,freq,132.198.100.185,,1616587516.7159567
25827618964798558148499913963088621739,silver,api,1,en,freq,132.198.100.186,,1616590930.4764953
263603362322485522088674123902522582297,dollar,api,1,en,freq,132.198.100.186,,1616590933.449323
18277987952403853748427567918194148197,ethereum,api,1,en,freq,132.198.100.186,,1616590935.5897524
76005417099496958063536490660815080483,eth,api,1,en,freq,132.198.100.186,,1616590936.7859688
298752393501910211866964767783117373052,btc,api,1,en,freq,132.198.100.186,,1616590938.9047935
272330003930422484536284235594978029269,bitcoin,api,1,en,freq,132.198.100.186,,1616591132.6565936
297300563505829391546172790844434034051,gold,api,1,en,freq,132.198.100.186,,1616591134.9499073
289951113850207445158777012299786661664,pool,api,1,en,freq,132.198.100.185,,1616592157.9734416
124888812590985054068444477498402789225,hot tub,api,2,en,freq,132.198.100.185,,1616592164.6238368
48302421866755143597436629068985411013,eBay,api,1,en,freq,132.198.100.185,,1616592169.3310099
21787845225194869144741768326287840482,HP,api,1,en,freq,132.198.100.185,,1616592172.8847425
24752232372213276070367917548152400855,glasses,api,1,en,freq,132.198.100.185,,1616592177.3359764
233447913384137810504914879315883565664,Skechers,api,1,en,freq,132.198.100.185,,1616592181.8472502
251708387779264825204700348257781591866,ADT,api,1,en,freq,132.198.100.185,,1616592186.0748925
114795377292457904166448541478955476353,Groupon,api,1,en,freq,132.198.100.185,,1616592191.2374284
330672408741304349668640520614994343641,Gamestop,api,1,en,freq,132.198.100.185,,1616592195.1292152
247725010055736734491888024820102264845,McDonald's,api,1,en,freq,132.198.100.185,,1616592199.1259904
170293029630077337646912475919284918531,Adobe,api,1,en,freq,132.198.100.185,,1616592202.5508852
120825162214592193953058574684080384337,🦠,ui,1,en,rank,132.198.100.185,,1616592593.6877728
68399090248993555654864996833024545990,hahaha,ui,1,en,rank,132.198.100.185,,1616592594.672403
158680262289836752051862555284320066298,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616592597.7016456
237865825698305776419998707966298682083,#MeToo,ui,1,en,rank,132.198.100.185,,1616592600.602405
112756762255862255728270698993927240847,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616593573.5772421
199290655547714963909674677451717340681,🦠,ui,1,en,rank,132.198.100.186,,1616593576.5094483
282127691113811835141497326681431102183,#MeToo,ui,1,en,rank,132.198.100.186,,1616593577.9922094
167328514193047825581421601357013989928,hahaha,ui,1,en,rank,132.198.100.186,,1616593579.9676511
46433208608013677903445040662478470485,George Floyd,ui,2,en,rank,132.198.100.186,,1616593681.5928354
96849932756999341081827854436964751660,Breonna Taylor,ui,2,en,rank,132.198.100.186,,1616593683.8160179
177785206240028708928183685186640332923,🦠,ui,1,en,rank,132.198.100.185,,1616593810.316953
309675762672772838430089679085894355614,hahaha,ui,1,en,rank,132.198.100.185,,1616593810.6126451
320320788053505596009453181946379953432,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616593811.6283002
331221432632104149808846464595057138876,#MeToo,ui,1,en,rank,132.198.100.185,,1616593812.569726
128464130308400001468014443373077922588,🦠,ui,1,en,rank,132.198.100.186,,1616594478.319313
292591388243225812194178634996725113778,hahaha,ui,1,en,rank,132.198.100.186,,1616594478.5571396
193255230744926828970312509008009245410,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616594479.663925
239459777223961798598594937365371252059,#MeToo,ui,1,en,rank,132.198.100.186,,1616594480.3216732
217335556338134645873343829721583964660,btc,api,1,en,freq,132.198.100.185,,1616594535.1616695
194826538172359656267123779945707841811,silver,api,1,en,freq,132.198.100.185,,1616594542.3584683
26703182072546797955564253123707558411,dollar,api,1,en,freq,132.198.100.185,,1616594544.521997
111812931069575958936970506827085282079,eth,api,1,en,freq,132.198.100.185,,1616594546.717607
174809887757791893076487999701826001170,ethereum,api,1,en,freq,132.198.100.185,,1616594548.9032674
118761665524066669856057189294172911628,bitcoin,api,1,en,freq,132.198.100.185,,1616594714.7572439
160662511395278527142652473757983143926,gold,api,1,en,freq,132.198.100.185,,1616594716.4659684
338416313466453322474757403669413204225,#BlackOutTuesday,ui,1,en,rank,132.198.100.186,,1616594942.8123999
39856298469001917127172359247076460246,hahaha,ui,1,en,rank,132.198.100.186,,1616596567.3867316
205553035727554910805964970692211094693,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616596573.4947522
241554160595483252258810026783891125531,🦠,ui,1,en,rank,132.198.100.185,,1616597672.10855
43013942494148296934298188419108064074,hahaha,ui,1,en,rank,132.198.100.185,,1616597672.6575599
207480942641250638767349961166001301960,#MeToo,ui,1,en,rank,132.198.100.186,,1616597674.2856512
281520622469090949617806964673152939897,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616597675.3551717
160138197142290375385081530563723065338,cisco,api,1,en,freq,132.198.100.185,,1616598002.6134052
225841157219591409857358285209254093695,ethereum,api,1,en,freq,132.198.100.185,,1616598122.912661
145892737834953706222902232628875818562,btc,api,1,en,freq,132.198.100.185,,1616598124.4886873
206927520374192042857297993415998729559,silver,api,1,en,freq,132.198.100.185,,1616598127.2771735
49803579456168994667591572312293711218,dollar,api,1,en,freq,132.198.100.185,,1616598131.0674195
327938551207481839558511147402829642766,eth,api,1,en,freq,132.198.100.186,,1616598134.0172756
238927104953709896381383833163692562564,gold,api,1,en,freq,132.198.100.185,,1616598298.2463002
126179143799015624678425669000349220558,bitcoin,api,1,en,freq,132.198.100.185,,1616598301.1170347
250394181033402163829009682851389566748,Johnson & Johnson,api,3,en,freq,132.198.100.185,,1616598680.9829688
117560789894512109068811888651128275426,house,api,1,en,freq,132.198.100.185,,1616598689.625324
121573651525250832573271107327030625895,Samuel Jackson,ui,2,en,rank,132.198.100.185,,1616598723.5427036
265290412411680582991102745265306999451,Anthony Anderson,ui,2,en,rank,132.198.100.185,,1616598878.685028
25391871956822234692762079995585126391,Kenneth Chamberlain,ui,2,en,rank,132.198.100.185,,1616598977.851017
146227077206249403433629872800121240624,Kenneth Chamberlain,ui,2,en,rank,132.198.100.185,,1616598996.0481539
204843054064050548453574745244168174858,Kenneth Chamberlain,ui,2,en,rank,132.198.100.185,,1616598996.0867567
14614069202160258608017762632350212489,🦠,ui,1,en,rank,132.198.100.185,,1616599343.0696034
130520946349988426408883179650741952653,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616599343.2879167
308867663225748924984802316972643614456,hahaha,ui,1,en,rank,132.198.100.185,,1616599343.9387555
15561385419556259746025923848361227904,#MeToo,ui,1,en,rank,132.198.100.185,,1616599344.7215176
185803200532421293082249782709541964998,Eric Clanton,ui,2,en,rank,132.198.100.185,,1616599350.7184007
334488559345552983181618797285831508596,Eric Clanton,ui,2,en,rank,132.198.100.185,,1616599350.8165147
137607063838178026155543286851440737,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616599525.0995927
233786025468002822943782590850799728741,hahaha,ui,1,en,rank,132.198.100.185,,1616599525.7902017
306960365541524241401138717137778833877,🦠,ui,1,en,rank,132.198.100.185,,1616599526.5018866
