pid,query,src,wordcount,lang,metrics,ip,sent,date
132601017837252235700151147992613070823,#MeToo,ui,1,en,rank,132.198.100.185,,1616599526.715087
241982422365209314968806777706034670091,🦠,ui,1,en,rank,132.198.100.185,,1616599724.7689867
148274842849903738760654794406887724621,hahaha,ui,1,en,rank,132.198.100.185,,1616599724.9979873
205617646711124842447136601766441251026,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616599726.1478972
258893718862390250303008179085494665049,#MeToo,ui,1,en,rank,132.198.100.185,,1616599727.129707
118741520869622257749891148355421780843,cryptocurrency,api,1,en,freq,132.198.100.186,,1616599859.2358537
3432431274613854315612394405050319052,decentraland,api,1,en,freq,132.198.100.186,,1616599860.9817183
114982363081191080869009912586671564160,mana,api,1,en,freq,132.198.100.186,,1616599861.3916893
330181349833321392500564253880003207112,theta,api,1,en,freq,132.198.100.186,,1616599863.2130885
18074450683540244010026505793847876891,polkadot,api,1,en,freq,132.198.100.186,,1616599866.0067694
271503192891253992430481774977089040571,Tilray,api,1,en,freq,132.198.100.186,,1616599868.2407284
8235630305924943102463248464775245454,shipping,api,1,en,freq,132.198.100.186,,1616599868.9053385
18887050097459486242933668831058102977,Prada,api,1,en,freq,132.198.100.186,,1616599870.7623026
307172314664494894977678573452849552216,Kodak,api,1,en,freq,132.198.100.186,,1616599872.8675866
285182632375917441135166849836376217039,razer,api,1,en,freq,132.198.100.186,,1616599874.6922486
204205593987006968439321288165514382794,Wells Fargo,api,2,en,freq,132.198.100.186,,1616599877.0173166
127420379448186650053439398632723560588,xfinity,api,1,en,freq,132.198.100.186,,1616599881.746391
262920431702860103481942712318282999668,gold,api,1,en,freq,132.198.100.186,,1616599883.8608027
86426173509499765250219627609298958293,propane,api,1,en,freq,132.198.100.186,,1616599885.4814746
322699039828502135841039311836832237638,Redfin,api,1,en,freq,132.198.100.186,,1616599887.7607505
49774585288316166548386893403465131543,solar panel,api,2,en,freq,132.198.100.186,,1616599889.3690033
224296577273531497883546177486637619695,Corsair,api,1,en,freq,132.198.100.186,,1616599894.7322721
265175358047503348544652836313102537066,weed,api,1,en,freq,132.198.100.186,,1616599905.9435904
2232403279639139206642500229512913055,Sonos,api,1,en,freq,132.198.100.186,,1616599907.4502022
274814972806651042035406758083546680017,Alibaba,api,1,en,freq,132.198.100.186,,1616599909.8409286
46058727736879727937452110876269959460,American Eagle,api,2,en,freq,132.198.100.186,,1616599916.3964577
12003449958226313859126303691306032483,LightInTheBox,api,1,en,freq,132.198.100.186,,1616599922.4975998
13463812284232341225543795365201329112,Visa,api,1,en,freq,132.198.100.186,,1616599923.266354
35649488458277775518457356165022808478,Dropbox,api,1,en,freq,132.198.100.186,,1616599925.374932
190844422657227383737596381241109038894,xau,api,1,en,freq,132.198.100.186,,1616599927.7630193
9152582202548837017525523031859288082,baking,api,1,en,freq,132.198.100.186,,1616599929.4533257
113749413403617972976557153809174657088,comcast,api,1,en,freq,132.198.100.186,,1616599931.416965
186287379624769551767580313164912491577,CBD,api,1,en,freq,132.198.100.186,,1616599933.7660344
337763751186685901516801713333054574908,Kroger,api,1,en,freq,132.198.100.186,,1616599936.0185654
110175846536521547440174921217892621112,ethereum classic,api,2,en,freq,132.198.100.186,,1616599938.4241865
230637085237900390061146445474947569612,graph,api,1,en,freq,132.198.100.186,,1616599938.8308384
332297965644664214396360814455638755708,ocean,api,1,en,freq,132.198.100.186,,1616599940.715428
339341362259964437143560754052272440443,pinterest,api,1,en,freq,132.198.100.186,,1616599942.52363
149629508718457500979413390767638638399,Victoria's Secret,api,2,en,freq,132.198.100.186,,1616599944.7419586
218112487406763601192034298284488537247,disney,api,1,en,freq,132.198.100.186,,1616599950.0923026
167879417229743176357733238989722858996,sports betting,api,2,en,freq,132.198.100.186,,1616599951.971899
104471716819145558293499591785012713450,starbucks,api,1,en,freq,132.198.100.186,,1616599958.4456966
222152371162722391858762555473954062532,🦠,ui,1,en,rank,132.198.100.185,,1616600527.7713616
82185560552826851697750508745019666725,hahaha,ui,1,en,rank,132.198.100.185,,1616600528.1392844
31923711250957826018370093743259170572,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616600529.3296776
273003354535834883135421707676689162276,#MeToo,ui,1,en,rank,132.198.100.185,,1616600529.9654896
244067999002374961518543901605111732989,iphone,ui,1,en,rank,132.198.100.185,,1616600837.818901
171159372919795176373017699828161823681,iphone,ui,1,en,rank,132.198.100.185,,1616600849.646379
95358296981416086747795579152692098580,iphone,ui,1,en,rank,132.198.100.185,,1616600855.989471
181695924346590484955281520221573127001,PS3,ui,1,en,rank,132.198.100.185,,1616601231.4036765
306097351633509931278576973384528566197,PS3,ui,1,en,rank,132.198.100.185,,1616601244.9359734
103920820758462340315926592075319770724,PS3,ui,1,en,freq,132.198.100.185,,1616601253.6027408
76516783036294633794781010693506637560,PS3,ui,1,en,rank,132.198.100.185,,1616601257.576392
332522359175184873941313151365246013505,PS3,ui,1,en,freq,132.198.100.185,,1616601262.2215846
151768038745786436275900848813726136050,PS3,ui,1,en,rank,132.198.100.185,,1616601285.1375918
126771791541787194938501166249122144376,dollar,api,1,en,freq,132.198.100.186,,1616601711.2712872
83562703747911116492199174511443290003,btc,api,1,en,freq,132.198.100.186,,1616601713.906185
192688698290557969801350903361651286233,ethereum,api,1,en,freq,132.198.100.185,,1616601717.4514036
112432713821324259610663887731764062306,eth,api,1,en,freq,132.198.100.186,,1616601718.1302056
10287702087012779025798214289780114139,silver,api,1,en,freq,132.198.100.186,,1616601720.045985
206025983990265741657877797668258180645,gold,api,1,en,freq,132.198.100.185,,1616601889.351058
228607396400592920389741185430007980876,bitcoin,api,1,en,freq,132.198.100.185,,1616601890.0869324
37821026691689696055669331859019565002,🦠,ui,1,en,rank,132.198.100.185,,1616604092.664643
290963668651676938669514282951859173895,hahaha,ui,1,en,rank,132.198.100.185,,1616604093.008275
47947729942298118792423787092012595956,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616604093.6546946
110475826644855030678696773493769379149,#MeToo,ui,1,en,rank,132.198.100.185,,1616604096.1934483
97266807698635989813951004538111983925,btc,api,1,en,freq,132.198.100.185,,1616605306.083006
171609459834560931303710749276218051676,eth,api,1,en,freq,132.198.100.185,,1616605306.9737306
288133180358421685196258111189192833907,dollar,api,1,en,freq,132.198.100.186,,1616605309.1438024
170990944245996889338587814764779076248,silver,api,1,en,freq,132.198.100.185,,1616605310.4545918
20431683751650845038899017368072072701,ethereum,api,1,en,freq,132.198.100.185,,1616605312.1956482
234183954103623337460043725007438564768,gold,api,1,en,freq,132.198.100.185,,1616605470.2833228
299048383555226809757966547210912395153,bitcoin,api,1,en,freq,132.198.100.185,,1616605481.9310796
193649576818909675218582577871352642840,ethereum,api,1,en,freq,132.198.100.185,,1616608905.3462522
114841203736557034226059021242198456306,dollar,api,1,en,freq,132.198.100.185,,1616608906.003578
104095814901248436051534022577024798656,eth,api,1,en,freq,132.198.100.185,,1616608906.9150715
325673959656619164142277196232565028656,silver,api,1,en,freq,132.198.100.185,,1616608908.2040136
233925590076630048610782452120898535090,btc,api,1,en,freq,132.198.100.185,,1616608909.0257452
291901611722913060562701847073513527581,bitcoin,api,1,en,freq,132.198.100.185,,1616609105.4352195
305838330013657545891593177614374294643,gold,api,1,en,freq,132.198.100.185,,1616609109.2578373
339520246717101741941126147568766749187,🦠,ui,1,en,rank,132.198.100.186,,1616609413.3857365
178390304327132258759753460296053777035,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616609413.7854426
121002643570476310254913530733220437324,hahaha,ui,1,en,rank,132.198.100.186,,1616609416.3057206
119889800566264860284434525880891218919,#MeToo,ui,1,en,rank,132.198.100.186,,1616609417.4488568
271944965891764888779600125599676582766,Larry Johnson,ui,2,en,rank,132.198.100.185,,1616611131.6341586
137099444929748320331948109780001258698,Larry Johnson,ui,2,en,rank,132.198.100.185,,1616611132.5324652
313737315257672982655143463317662183163,Charles Moore,ui,2,en,rank,132.198.100.185,,1616611205.2186582
209042895087587951620918434412696489780,Charles Moore,ui,2,en,rank,132.198.100.185,,1616611205.5418086
234006091219846471901243514289671815742,James Smith,ui,2,en,rank,132.198.100.185,,1616611299.5953202
5600391939847747450186014244930836883,James Smith,ui,2,en,rank,132.198.100.185,,1616611299.8599095
67468812474457730857609234785145580796,Atatiana Jefferson,ui,2,en,rank,132.198.100.185,,1616611395.269061
52074367410347048331457648314407968672,Atatiana Jefferson,ui,2,en,rank,132.198.100.185,,1616611395.4505584
48782118675184142662075980048108566368,#MeToo,ui,1,en,rank,132.198.100.185,,1616611399.3743608
265224057358230284157760417824531932954,hahaha,ui,1,en,rank,132.198.100.185,,1616611399.7599888
255197496541461518374283171594739000970,🦠,ui,1,en,rank,132.198.100.185,,1616611400.4393272
230458941626638527167418133039746498806,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616611400.6506736
67078715726373766996284402969962602379,James Smith,ui,2,en,rank,132.198.100.185,,1616611403.7951732
255044138352576373785201435005216365514,Atatiana Jefferson,ui,2,en,rank,132.198.100.185,,1616611408.7980568
33791044224851710065621915021995426241,KEEP REPOSTING THEIR,ui,3,en,rank,132.198.100.185,,1616611633.7297745
290366599430165950473531606210005397879,SAY HER NAME,ui,3,en,rank,132.198.100.185,,1616611656.6242023
143690675577107650947387155573685906373,🦠,ui,1,en,rank,132.198.100.185,,1616611666.8000054
165310780273599820108751668944845801135,hahaha,ui,1,en,rank,132.198.100.185,,1616611667.1074939
91536216325248207447781361548614814621,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616611667.7632246
338182704012491847921388563360623566372,#MeToo,ui,1,en,rank,132.198.100.185,,1616611668.0738225
257302132667179931755069342654234653378,#MeToo,ui,1,en,rank,132.198.100.185,,1616611718.31677
241945131116788001591467691523199656468,#MeToo,ui,1,en,rank,132.198.100.185,,1616611718.7020905
59417376374361700121859803212153417323,#MeToo,ui,1,en,rank,132.198.100.185,,1616611766.6668248
201377690452233232262184742508197332859,Symone Marshall,ui,2,en,rank,132.198.100.185,,1616611846.8899167
291853960555262596393021400271015003030,hahaha,ui,1,en,rank,132.198.100.185,,1616611862.9129589
228058692039582661170065149694818313515,🦠,ui,1,en,rank,132.198.100.185,,1616611863.5488112
128633219587241150796740748049001637631,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616611863.7061417
240801714297191779876578227333462338224,#MeToo,ui,1,en,rank,132.198.100.185,,1616611864.0235944
207897411449799828307442028338250824923,dollar,api,1,en,freq,132.198.100.185,,1616612503.0257316
308875173149206664026664635225365647990,btc,api,1,en,freq,132.198.100.185,,1616612504.2132099
248317892169077586757169650013193685103,eth,api,1,en,freq,132.198.100.185,,1616612505.664248
132740916659439173674225928676788015533,ethereum,api,1,en,freq,132.198.100.185,,1616612512.4932141
218208086251030446893243911512512648209,silver,api,1,en,freq,132.198.100.185,,1616612512.8741848
234555198917460549099805686091090512055,Wayfair,api,1,en,freq,132.198.100.186,,1616612583.1070597
222021358437431989121729983964387603839,hahaha,ui,1,en,rank,132.198.100.186,,1616612642.7732868
278396563737485550623425888731524872656,🦠,ui,1,en,rank,132.198.100.186,,1616612643.4250271
238980629302675638788083810337583461069,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616612643.5934546
304604760757282364644709858095566181482,#MeToo,ui,1,en,rank,132.198.100.186,,1616612643.9488113
162410827425048029850393360530880965063,gold,api,1,en,freq,132.198.100.185,,1616612666.9176488
326317986386521352870105632151049006850,bitcoin,api,1,en,freq,132.198.100.185,,1616612667.7089913
191371893189485608912012888276152941975,🦠,ui,1,en,rank,132.198.100.185,,1616613236.9397187
271862374992669526501928204416743140377,hahaha,ui,1,en,rank,132.198.100.185,,1616613237.1253595
185423859890482738734234698218084917755,#MeToo,ui,1,en,rank,132.198.100.185,,1616613237.7837427
60545525320470044964825533152535860082,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616613238.1286075
320568084455555709611191965978680647054,aww,ui,1,en,rank,132.198.100.185,,1616613287.2554634
228433714807132257468920186661936672767,liberal,ui,1,en,rank,132.198.100.185,,1616613301.1019363
299199029510033929459963442443230790393,right wing,ui,2,en,rank,132.198.100.185,,1616613319.595159
17651262930788595372335878479077314112,Kendrick Lamar,ui,2,en,rank,132.198.100.185,,1616613643.0376797
292258731306727123384418505176611490559,George Floyd,ui,2,en,rank,132.198.100.185,,1616613815.1723282
112207283323598417315264392475834099833,pearson,api,1,en,freq,132.198.100.186,,1616615464.4687524
161121933938255099834412767342394253691,ragnarok,api,1,en,freq,132.198.100.186,,1616616066.0674899
293985980779924181104884662863648167347,potato,api,1,en,freq,132.198.100.186,,1616616067.679264
121451230569071187909321735465283884044,salesforce,api,1,en,freq,132.198.100.186,,1616616069.5919166
314892637246466221680941202883446056176,ihop,api,1,en,freq,132.198.100.186,,1616616071.7629128
42831172267361454024937245509466764326,dollar,api,1,en,freq,132.198.100.186,,1616616105.378422
163970537085952708837178920929634569699,silver,api,1,en,freq,132.198.100.186,,1616616106.0249324
260337809241473490894339455953280113564,ethereum,api,1,en,freq,132.198.100.186,,1616616108.3977773
254530941918360144695355940941245738624,eth,api,1,en,freq,132.198.100.186,,1616616108.9144316
179043672552737740491686384135690698801,btc,api,1,en,freq,132.198.100.186,,1616616109.7177167
47255435350920339256112711596988698782,gold,api,1,en,freq,132.198.100.186,,1616616268.7337048
15001876922067911433362121051291539088,bitcoin,api,1,en,freq,132.198.100.186,,1616616269.8856108
46350934205126094539966927084949061900,🦠,ui,1,en,rank,132.198.100.185,,1616616556.451516
64138422974613853059269267468600991966,hahaha,ui,1,en,rank,132.198.100.185,,1616616556.636249
73357217188745832156770783457508701772,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616616557.329897
223261130370803066713358642417859598978,#MeToo,ui,1,en,rank,132.198.100.185,,1616616557.8032963
177443546348327737121902408930580967268,hahaha,ui,1,en,rank,132.198.100.185,,1616616645.0756447
34389753764256293647157846581349573556,🦠,ui,1,en,rank,132.198.100.185,,1616616645.7277553
170522716464152903293488236802176089874,Black Lives Matter,ui,3,en,rank,132.198.100.185,,1616616645.815395
198416256773758360638946454085684342116,#MeToo,ui,1,en,rank,132.198.100.185,,1616616645.998669
236520157651311222720510748984170875729,expeditions,api,1,en,freq,132.198.100.186,,1616616667.9316618
191022721494909089289744970658359843273,gym,api,1,en,freq,132.198.100.186,,1616616670.5606651
24434139256596255740209748287309546298,levis,api,1,en,freq,132.198.100.186,,1616616672.4323063
138558580412146514713505673693378415224,las vegas,api,2,en,freq,132.198.100.186,,1616616674.8977537
248265787400537417789659361976220327365,wandavision,ui,1,en,rank,132.198.100.186,,1616617041.6802742
106078653946404192656502276340973899991,stimulus,ui,1,en,rank,132.198.100.186,,1616617071.847231
258791936403360908228278861701515778658,gbpackers,ui,1,en,rank,132.198.100.186,,1616617102.927281
123851386039531629964868388711049637547,green bay,ui,2,en,rank,132.198.100.186,,1616617134.695951
65607314258177524398498294980417460199,aaron rodgers,ui,2,en,rank,132.198.100.186,,1616617157.3334708
124974328069806125069436562461120573857,hahaha,ui,1,en,rank,132.198.100.186,,1616617207.5073357
176867827983141215834904907686520102343,🦠,ui,1,en,rank,132.198.100.186,,1616617208.1477814
219956202066827985749430940623098395130,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616617208.2989714
258123546867239440382318245252336382452,#MeToo,ui,1,en,rank,132.198.100.186,,1616617208.5999982
259764656758193231914298094157206763150,yuvalnoahharari,ui,1,en,rank,132.198.100.186,,1616617221.6762161
30457371445241855084337846819238241000,yuval,ui,1,en,rank,132.198.100.186,,1616617234.9813356
90721674282388368181230739204183797823,NIO,api,1,en,freq,132.198.100.186,,1616617272.2204306
150398814502501367854403165592801537980,nio,api,1,en,freq,132.198.100.186,,1616617274.2157526
256999816931513501260056245468014948671,furniture,api,1,en,freq,132.198.100.186,,1616617277.074427
182660787174491704137118671296286492308,kanye,api,1,en,freq,132.198.100.186,,1616617281.5629385
60009874561268296454477916018590856549,Kanye,api,1,en,freq,132.198.100.186,,1616617286.644016
193519479434862113559136818790774854527,tootsie,api,1,en,freq,132.198.100.186,,1616617289.5694492
145775277233580207571894127365400393195,marriott,api,1,en,freq,132.198.100.186,,1616617292.5552037
90920991453715832602017511326869191550,UGG,api,1,en,freq,132.198.100.186,,1616617295.4815116
64232075655917552984160400287575299802,silver,api,1,en,freq,132.198.100.186,,1616617297.9108245
58456364284371440454860474287063549821,SLV,api,1,en,freq,132.198.100.186,,1616617299.3024855
44377672033462984346037297871893423891,bank of america,api,3,en,freq,132.198.100.186,,1616617301.8345685
234932580734811868512252076968232092297,golf,api,1,en,freq,132.198.100.186,,1616617303.8708782
240542761412740250180492731226708631732,imax,api,1,en,freq,132.198.100.186,,1616617307.8665907
128886138072964957622316686449842989737,dennys,api,1,en,freq,132.198.100.186,,1616617311.007201
197623679332201185051030322330708869842,burial,api,1,en,freq,132.198.100.186,,1616617313.7200677
246944890601467472776490150766485715860,Dockers,api,1,en,freq,132.198.100.186,,1616617317.4790497
152513953121962041859696505436656472160,road trip,api,2,en,freq,132.198.100.186,,1616617321.027696
89852331114122437426397308242951369554,nokia,api,1,en,freq,132.198.100.186,,1616617341.0313392
116304686290270054673336156603268007399,movie tickets,api,2,en,freq,132.198.100.186,,1616617343.7465584
62194964382901560442643225305931601896,applebees,api,1,en,freq,132.198.100.186,,1616617348.725661
43953372681523725418018314586276419521,chewy,api,1,en,freq,132.198.100.186,,1616617352.1084871
194238948744345987235992703288847154450,dog,api,1,en,freq,132.198.100.186,,1616617355.994797
27822100301874438095956937205215600488,cat,api,1,en,freq,132.198.100.186,,1616617358.345922
163721002631951227484402795846331353105,pet,api,1,en,freq,132.198.100.186,,1616617361.8561618
234362058732853374541378690502568332193,workout,api,1,en,freq,132.198.100.186,,1616617364.8504543
324327980978618389243660416819189025680,tools,api,1,en,freq,132.198.100.186,,1616617367.774052
265510297472555807088657689670056236127,motorcycle,api,1,en,freq,132.198.100.186,,1616617369.7382817
219555468552277931353529127923084998232,SOLO,api,1,en,freq,132.198.100.186,,1616617372.343608
153777784805523082291823336751985416337,arlo,api,1,en,freq,132.198.100.186,,1616617374.3056538
326525867561514382295700480209360359848,amc,api,1,en,freq,132.198.100.186,,1616617378.3714538
196839924084589556328031786017506437296,blackberry,api,1,en,freq,132.198.100.186,,1616617381.9080014
225202142799442511535376948265851522103,chipotle,api,1,en,freq,132.198.100.186,,1616617385.9623048
86352835600769347064301998597630371890,la croix,api,2,en,freq,132.198.100.186,,1616617388.3431015
129033252679661810548968388758799608660,at&t,api,1,en,freq,132.198.100.186,,1616617391.0793078
54291373142363554537658720705823116233,ford,api,1,en,freq,132.198.100.186,,1616617394.1346073
262952975593755812292888609765527653566,uhaul,api,1,en,freq,132.198.100.186,,1616617398.7546585
122882671074336990356345597821220194317,moving,api,1,en,freq,132.198.100.186,,1616617402.173265
86338732293618589354156936507929159114,cruise,api,1,en,freq,132.198.100.186,,1616617404.5953338
123767023255929137703983423979730054679,six flags,api,2,en,freq,132.198.100.186,,1616617407.3309975
141796988652689350814508180936038132470,PERP,api,1,en,freq,132.198.100.186,,1616617412.418284
338794929880732361836842686166065336397,perp,api,1,en,freq,132.198.100.186,,1616617414.3362985
77203832323364975674335315619339723927,gta,api,1,en,freq,132.198.100.186,,1616617417.9420972
231886959654292989770273870768978839065,macys,api,1,en,freq,132.198.100.186,,1616617421.4650183
102539000529823048662212749189490834902,chuys,api,1,en,freq,132.198.100.186,,1616617423.8280752
205201025831095573664060750602448258362,iHeartRadio,api,1,en,freq,132.198.100.186,,1616617425.1076431
151692766290445850971400533524365195076,hotel,api,1,en,freq,132.198.100.186,,1616617427.7600765
29161119039844449432220043789265008633,altice,api,1,en,freq,132.198.100.186,,1616617431.0514982
65608253202550979443187313729162289948,seaworld,api,1,en,freq,132.198.100.186,,1616617432.1798
268108526428099895355301919459632908797,build a bear,api,3,en,freq,132.198.100.186,,1616617436.3140085
103672909126939647808082905179703291450,gopro,api,1,en,freq,132.198.100.186,,1616617440.654183
6205653579308451064517824785810216578,gamestop,api,1,en,freq,132.198.100.186,,1616617443.0085673
328084438719411781317487909512269457494,TTM,api,1,en,freq,132.198.100.186,,1616617446.8524923
209389971869080574350920449549167539463,Pfizer,api,1,en,freq,132.198.100.186,,1616617451.1396513
299378392465370944844706171839842099525,travel,api,1,en,freq,132.198.100.186,,1616617454.2654128
114216185133612132530621001572281203979,Intel,api,1,en,freq,132.198.100.186,,1616617457.8106973
203924275285158090202798702149153219381,gun,api,1,en,freq,132.198.100.186,,1616617460.2459693
188485863674636477736984259026640973302,pistol,api,1,en,freq,132.198.100.186,,1616617462.7803042
93699331658447991016899566289653484896,ammo,api,1,en,freq,132.198.100.186,,1616617466.8033652
155427676158204614506612482432957404242,bumble,api,1,en,freq,132.198.100.186,,1616617469.7112467
155848100524850031785347028512180620955,PLUG,api,1,en,freq,132.198.100.186,,1616617472.1323493
2583813574086013293236818674674236479,chilis,api,1,en,freq,132.198.100.186,,1616617474.587825
59656118599250705148400402207578834631,discovery,api,1,en,freq,132.198.100.186,,1616617477.7486167
218519616783721074084512969030333367877,sirius,api,1,en,freq,132.198.100.186,,1616617483.5272677
242037903893511032197125067765623883234,recliner,api,1,en,freq,132.198.100.186,,1616617488.0844166
80771202982884457699754016688025870376,lennar,api,1,en,freq,132.198.100.186,,1616617492.0692985
215481283952483643324774962131505939039,movie theatre,api,2,en,freq,132.198.100.186,,1616617492.7725518
265628350297432328631802469088108858879,funko,api,1,en,freq,132.198.100.186,,1616617498.8926094
97468503885847236282799265556469814088,roku,api,1,en,freq,132.198.100.186,,1616617501.0383708
110135187537824557193057543879906544563,vans,api,1,en,freq,132.198.100.186,,1616617503.2034547
324226417568369113541254156207767020395,supreme,api,1,en,freq,132.198.100.186,,1616617507.2901652
28616017201477702827510488135666638203,SoFi,api,1,en,freq,132.198.100.186,,1616617508.8969219
174500535707792502992583933068729248925,mytheresa,api,1,en,freq,132.198.100.186,,1616617509.7842283
227549564768093299598310232926911299053,cbs,api,1,en,freq,132.198.100.186,,1616617510.2524478
97608621737742075341553728344124273836,TD ameritrade,api,2,en,freq,132.198.100.186,,1616617512.5437117
137047083166413029533519272499085877984,schwab,api,1,en,freq,132.198.100.186,,1616617512.9319353
298306033761932225876129848558291338265,amd,api,1,en,freq,132.198.100.186,,1616617513.7770095
311669966010318137994965951004592779942,penn,api,1,en,freq,132.198.100.186,,1616617515.8888662
154705742191246795021918675467244952333,Inovio,api,1,en,freq,132.198.100.186,,1616617518.255574
187193672911747345600200563659082560246,beyond meat,api,2,en,freq,132.198.100.186,,1616617519.0025
228702746338548544741578523958132356376,beer,api,1,en,freq,132.198.100.186,,1616617519.5020425
299729505673124440860919988906276597181,tile,api,1,en,freq,132.198.100.186,,1616617521.1873925
95798356156640867740401904627437717822,gildan,api,1,en,freq,132.198.100.186,,1616617523.2964034
141871690805322319153961896337491147679,cologne,api,1,en,freq,132.198.100.186,,1616617524.181422
178533651411451637040670200973406302071,Under Armour,api,2,en,freq,132.198.100.186,,1616617526.1605093
23987911635096812968982296036429639569,boat,api,1,en,freq,132.198.100.186,,1616617532.0822222
256156781108673401629267421340345015838,iRobot,api,1,en,freq,132.198.100.186,,1616617534.6018116
233386996521096928038968155980203447755,hilton,api,1,en,freq,132.198.100.186,,1616617537.762156
39383118433059092180324009792411600845,iphone,api,1,en,freq,132.198.100.186,,1616617541.5785334
292079544235228305041197987924053680553,optimum,api,1,en,freq,132.198.100.186,,1616617544.6138513
17213873800859247010065758333524695208,sound system,api,2,en,freq,132.198.100.186,,1616617548.0820851
262543578939114921009250176452893449038,peleton,api,1,en,freq,132.198.100.186,,1616617552.771912
216880466495726292807419461985535730615,niu,api,1,en,freq,132.198.100.186,,1616617553.5956168
260502362803280116472741241628323281973,apple,api,1,en,freq,132.198.100.186,,1616617556.951391
327946545032978536662957992457140754763,stamps.com,api,1,en,freq,132.198.100.186,,1616617559.501423
39035877367118932191916977046250360145,fox,api,1,en,freq,132.198.100.186,,1616617560.2729707
136873706394059382644724860909309846963,construction,api,1,en,freq,132.198.100.186,,1616617562.7319298
319283055427387026872431251424291820898,clothing,api,1,en,freq,132.198.100.186,,1616617564.6887424
37538786435091538897897655595039534139,dolby,api,1,en,freq,132.198.100.186,,1616617567.401901
251666595805136760486851789145787783884,chicken,api,1,en,freq,132.198.100.186,,1616617569.0242822
29613098901031077190792397952030084307,Cracker Barrel,api,2,en,freq,132.198.100.186,,1616617571.8976688
87995052441962411934055176945283654639,chegg,api,1,en,freq,132.198.100.186,,1616617576.9933684
265153364775328086339766200592875299242,gambling,api,1,en,freq,132.198.100.186,,1616617579.530184
269975429418832205933501282628166084661,cacti,api,1,en,freq,132.198.100.186,,1616617582.4914412
60126763317626595677615257152520388976,casino,api,1,en,freq,132.198.100.186,,1616617587.0240672
275015751840773268189305667747414493317,faygo,api,1,en,freq,132.198.100.186,,1616617589.6050448
101882547103586348177207382865493951921,ski,api,1,en,freq,132.198.100.186,,1616617592.5740185
129660515211875429188811032964962551802,wwe,api,1,en,freq,132.198.100.186,,1616617595.844812
298399273629607519028719249672875389992,flooring,api,1,en,freq,132.198.100.186,,1616617598.1286397
35890285187844735048324067320485488889,alcohol,api,1,en,freq,132.198.100.186,,1616617601.5076761
198820989822687947795976659988338729146,pet food,api,2,en,freq,132.198.100.186,,1616617603.894087
46175705472779897569349631793181275118,btc,api,1,en,freq,132.198.100.186,,1616619705.1078694
221604978202907353975438809309551443942,eth,api,1,en,freq,132.198.100.186,,1616619706.0062513
178883901461688886012139707853695290408,ethereum,api,1,en,freq,132.198.100.186,,1616619707.072919
312968299182824863806174683962095540580,dollar,api,1,en,freq,132.198.100.186,,1616619707.4648967
257606356086869753976185584240317258139,silver,api,1,en,freq,132.198.100.186,,1616619708.234656
30732446062978271732577177036036285052,🦠,ui,1,en,rank,132.198.100.186,,1616619717.8488317
57011015326206171668543660331775896595,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616619718.050713
270987460401402294116736448166651829058,hahaha,ui,1,en,rank,132.198.100.186,,1616619718.8557427
208325653300371886301056140054550421557,#MeToo,ui,1,en,rank,132.198.100.186,,1616619719.6370168
277438647359037760401188030353106583075,bitcoin,api,1,en,freq,132.198.100.185,,1616619850.6637325
37879541149428956765072449021201008365,gold,api,1,en,freq,132.198.100.186,,1616619851.5378134
43614667073485703918335599916730844534,🦠,ui,1,en,rank,132.198.100.186,,1616621645.6439881
269181156658266387871769912988308410889,hahaha,ui,1,en,rank,132.198.100.186,,1616621645.8572106
25273447110438751214707311726140730978,Black Lives Matter,ui,3,en,rank,132.198.100.186,,1616621646.5050218
1386040165753758226704205768484057439,#MeToo,ui,1,en,rank,132.198.100.186,,1616621646.926869
94711619736389706807087613639610450036,hahaha,ui,1,de,rank,132.198.100.186,,1616621735.4247682
40788953429513936782506394113973434999,#freitag,ui,1,de,rank,132.198.100.186,,1616621740.1007044
48843575017800897349984925859178726073,Herzlichen Glückwunsch,ui,2,de,rank,132.198.100.186,,1616621741.5715308
221077278444684403738598300356924016407,🇩🇪,ui,1,de,rank,132.198.100.186,,1616621745.9006944
88726593605760184443350108331914745843,#ichbinkeinvirus,ui,1,de,rank,132.198.100.186,,1616621748.6950662
319822711463274062433674173951259736899,#ichbinkeinvirus,ui,1,en,rank,132.198.100.186,,1616621792.850612
79962315064544668237663592267019439148,#ichbinkeinvirus,ui,1,en,rank,132.198.100.186,,1616621792.8982565
106150964473539770133364719915325588909,ichbinkeinvirus,ui,1,en,rank,132.198.100.186,,1616621856.8658369
220805593280971023807520749713386351353,ichbinkeinvirus,ui,1,en,rank,132.198.100.186,,1616621856.8734279
94285834309361971367619089556806233621,🦠,ui,1,en,rank,132.198.100.185,,1616622569.2792833
